,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,year
51597,428179,496358,3500,3500,3475.0,36 months,14.42,120.34,D,D2,< 1 year,OTHER,27568.0,Not Verified,2015-07-01,Charged Off,n,moving,14.67,1,01/03/1995,3,22,8,10,0.0,0.0,3990.58,3962.25,3131.05,819.38,0.0,40.15,0.71,01/05/2018,120.34,01/10/2018,0.0,1,INDIVIDUAL,2015
51602,421822,496012,13000,13000,12950.0,36 months,16.07,457.52,D,D5,1 year,OTHER,57500.0,Not Verified,2016-01-01,Charged Off,n,debt_consolidation,23.85,1,01/03/2001,0,23,10,27,0.0,0.0,1826.64,1819.64,1154.32,672.32,0.0,0.0,0.0,01/06/2016,457.52,01/01/2022,0.0,1,INDIVIDUAL,2016
51618,420675,494126,6000,6000,5975.0,36 months,14.11,205.38,D,D1,< 1 year,RENT,36000.0,Not Verified,2015-07-01,Charged Off,n,debt_consolidation,21.3,1,01/07/2002,0,6,14,16,0.0,0.0,4723.2,4703.6,3527.69,1182.71,0.0,12.8,4.73,01/06/2017,205.38,01/01/2022,0.0,1,INDIVIDUAL,2015
51627,420411,493496,5000,5000,5000.0,36 months,15.05,173.46,D,D4,< 1 year,RENT,27000.0,Verified,2015-07-01,Charged Off,n,debt_consolidation,4.31,0,01/07/2005,0,31,4,4,0.0,0.0,2242.18,2242.18,1418.1,654.06,0.0,170.02,1.86,01/07/2016,173.46,01/12/2016,0.0,1,INDIVIDUAL,2015
51630,419640,492484,16000,11475,11475.0,60 months,16.49,282.05,D,D3,2 years,OTHER,32000.0,Not Verified,2017-06-01,Charged Off,n,debt_consolidation,17.93,0,01/08/2003,0,31,10,18,0.0,0.0,13789.87,13789.87,8594.72,5195.15,0.0,0.0,0.0,01/07/2021,564.1,01/01/2022,0.0,1,INDIVIDUAL,2017
51651,418546,488538,2000,2000,2000.0,36 months,16.0,70.32,E,E2,< 1 year,RENT,24000.0,Not Verified,2015-06-01,Charged Off,n,medical,2.55,0,01/11/1999,0,31,8,14,0.0,0.0,89.99,89.99,0.0,0.0,0.0,89.99,0.9,01/01/2022,0.0,01/12/2015,0.0,1,INDIVIDUAL,2015
51653,418395,488252,12000,12000,11377.27,36 months,11.26,394.36,B,B2,1 year,RENT,75000.0,Verified,2015-06-01,Charged Off,n,small_business,13.01,0,01/05/2001,0,31,8,16,0.0,0.0,7117.76,6497.15,5485.82,1602.53,19.69072881,9.72,3.75,01/01/2017,394.36,01/01/2022,0.0,1,INDIVIDUAL,2015
51655,418217,487929,5000,4975,4891.45,36 months,10.95,162.76,B,B1,< 1 year,MORTGAGE,50960.0,Verified,2015-07-01,Charged Off,n,other,12.69,0,01/02/1993,5,31,13,31,0.0,0.0,1459.88,1452.58,1089.48,370.4,0.0,0.0,0.0,01/04/2016,321.8,01/01/2022,0.0,1,INDIVIDUAL,2015
51659,417817,487349,7800,7800,7725.0,36 months,10.95,255.17,B,B1,< 1 year,RENT,33000.0,Not Verified,2015-06-01,Charged Off,n,debt_consolidation,20.29,0,01/03/1983,0,31,9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2022,0.0,01/01/2022,0.0,1,INDIVIDUAL,2015
51682,416717,485500,7000,7000,6875.0,36 months,8.0,219.36,A,A3,10+ years,RENT,33996.0,Not Verified,2015-06-01,Charged Off,n,medical,15.21,0,01/05/1993,0,31,10,19,0.0,0.0,4389.34,4310.93,2904.47,782.54,0.0,702.33,212.2732,01/08/2017,70.0,01/08/2017,0.0,1,INDIVIDUAL,2015
51702,415631,483323,16000,16000,8758.610634,36 months,14.74,552.59,D,D3,4 years,MORTGAGE,50000.0,Verified,2015-06-01,Charged Off,n,small_business,18.53,1,01/11/1997,1,12,6,15,0.0,0.0,2208.36,1044.56,1449.52,758.84,0.0,0.0,0.0,01/10/2015,552.59,01/01/2022,0.0,1,INDIVIDUAL,2015
51703,415594,483245,7000,7000,3000.003315,36 months,12.84,235.33,C,C2,2 years,RENT,14400.0,Not Verified,2015-06-01,Charged Off,n,other,3.0,0,01/02/2006,2,31,6,6,0.0,0.0,1226.87,525.62,651.88,289.2,0.0,285.79,2.83,01/10/2015,235.33,01/03/2016,0.0,1,INDIVIDUAL,2015
51706,415553,483138,3400,3400,3325.0,36 months,12.21,113.28,B,B5,1 year,RENT,147000.0,Not Verified,2015-06-01,Charged Off,n,other,22.56,0,01/06/1997,0,31,8,24,0.0,0.0,2147.57,2100.26,1636.51,511.06,0.0,0.0,0.0,01/01/2017,113.28,01/02/2017,0.0,1,INDIVIDUAL,2015
51708,415345,482767,4000,4000,3975.0,36 months,13.79,136.31,C,C5,1 year,MORTGAGE,70500.0,Source Verified,2015-07-01,Charged Off,n,medical,8.19,0,01/06/1998,2,31,8,19,0.0,0.0,1968.29,1956.0,1360.45,543.73,44.91086494,19.2,6.58,01/09/2016,136.31,01/01/2022,0.0,1,INDIVIDUAL,2015
51713,415129,481639,7000,7000,6850.0,36 months,13.79,238.53,C,C5,4 years,RENT,45000.0,Not Verified,2015-06-01,Charged Off,n,credit_card,18.35,0,01/10/1989,1,31,4,13,0.0,0.0,1933.12,1891.72,1143.75,523.37,0.0,266.0,2.75,01/01/2016,238.53,01/07/2016,0.0,1,INDIVIDUAL,2015
51720,414465,468662,20000,20000,3849.998816,36 months,12.21,666.3,B,B5,10+ years,RENT,72000.0,Verified,2015-06-01,Charged Off,n,debt_consolidation,14.63,0,01/08/1997,0,31,8,24,0.0,0.0,2663.88,511.76,1878.7,785.18,0.0,0.0,0.0,01/10/2015,666.3,01/01/2022,0.0,1,INDIVIDUAL,2015
51750,413229,466492,15000,15000,12274.9941,36 months,17.26,536.77,F,F1,< 1 year,RENT,180000.0,Verified,2015-06-01,Charged Off,n,debt_consolidation,9.49,0,01/07/2002,0,46,7,24,0.0,0.0,3829.74,3132.7,1987.72,1257.31,0.0,584.71,5.96,01/01/2016,31.22,01/07/2020,0.0,1,INDIVIDUAL,2015
51751,413036,466257,9200,9200,7086.04206,36 months,12.84,309.29,C,C2,2 years,RENT,50004.0,Not Verified,2015-06-01,Charged Off,n,debt_consolidation,20.69,0,01/04/2001,0,31,8,14,0.0,0.0,1545.95,1012.31,1076.63,469.32,0.0,0.0,0.0,01/11/2015,309.29,01/01/2022,0.0,1,INDIVIDUAL,2015
51761,412246,464963,25000,12000,10550.00578,36 months,15.37,871.16,D,D5,5 years,RENT,151016.08,Verified,2015-06-01,Charged Off,n,major_purchase,23.85,0,01/11/1991,3,31,17,42,0.0,0.0,11638.12,4910.05,4006.66,2089.08,0.0,5542.38,942.2046,01/01/2016,871.16,01/01/2022,0.0,1,INDIVIDUAL,2015
51769,411775,464294,12000,12000,3725.004991,36 months,14.11,410.75,D,D1,1 year,MORTGAGE,45000.0,Verified,2015-06-01,Charged Off,n,credit_card,7.23,1,01/09/1998,3,21,6,11,0.0,0.0,14060.81561,4361.8,4486.36,2043.41,20.532495,7510.515605,2705.15,01/01/2017,804.25,01/01/2022,0.0,1,INDIVIDUAL,2015
51773,657334,464033,7200,7200,7175.0,36 months,6.91,222.02,A,A5,1 year,RENT,20800.0,Verified,2017-01-01,Charged Off,n,debt_consolidation,0.87,0,01/05/2006,0,31,5,10,0.0,0.0,7028.47,7004.07,6103.91,773.13,0.0,151.43,1.514299998,01/09/2019,222.02,01/02/2020,0.0,1,INDIVIDUAL,2017
51777,411258,463422,9800,9800,8525.865268,36 months,13.79,333.94,C,C5,2 years,OWN,62000.0,Not Verified,2015-06-01,Charged Off,n,debt_consolidation,23.92,0,01/11/1984,0,29,7,12,0.0,0.0,6673.4,5583.1,4940.75,1732.65,0.0,0.0,0.0,01/02/2017,333.94,01/01/2022,0.0,1,INDIVIDUAL,2015
51780,411755,462967,2500,2500,2450.0,36 months,12.84,84.05,C,C2,2 years,RENT,29000.0,Not Verified,2015-06-01,Charged Off,n,house,17.17,0,01/05/2001,0,31,6,11,0.0,0.0,275.14,269.64,115.14,52.86,0.0,107.14,1.02,01/08/2015,84.05,01/02/2016,0.0,1,INDIVIDUAL,2015
51786,410236,461515,18500,18500,3499.995648,36 months,13.16,624.75,C,C3,6 years,OWN,55000.0,Verified,2015-06-01,Charged Off,n,debt_consolidation,21.67,0,01/10/1997,1,31,12,26,0.0,0.0,12304.26,2324.99,8850.34,3016.4,0.0,437.52,4.45,01/01/2017,624.75,01/06/2017,0.0,1,INDIVIDUAL,2015
51794,409611,460471,20000,20000,14247.47467,36 months,11.58,660.27,B,B3,5 years,RENT,98652.0,Verified,2015-06-01,Charged Off,n,credit_card,3.93,0,01/10/1997,1,31,11,26,0.0,0.0,11223.18,7536.76,8572.55,2632.15,0.0,18.48,6.83,01/11/2016,660.27,01/01/2022,0.0,1,INDIVIDUAL,2015
51806,408640,458859,2500,2500,2500.0,36 months,13.16,84.43,C,C3,< 1 year,RENT,36000.0,Verified,2015-06-01,Charged Off,n,other,2.2,0,01/08/1999,1,31,4,6,0.0,0.0,1781.93,1781.93,1333.48,433.5,14.94847803,0.0,0.0,01/03/2017,84.43,01/01/2022,0.0,1,INDIVIDUAL,2015
51807,408511,458654,10000,10000,4860.385175,36 months,12.53,334.67,C,C1,4 years,RENT,33996.0,Not Verified,2015-06-01,Charged Off,n,medical,22.56,0,01/01/1983,1,31,8,18,0.0,0.0,8145.86,3869.84,4496.51,1941.36,0.0,1707.99,494.5475,01/10/2017,91.91,01/12/2017,0.0,1,INDIVIDUAL,2015
51815,408181,458095,20000,12000,6500.000452,36 months,14.26,686.12,C,C5,1 year,MORTGAGE,90000.0,Verified,2015-09-01,Charged Off,n,debt_consolidation,22.81,0,01/04/1997,1,31,12,22,0.0,0.0,3562.05,1156.7,1824.99,918.25,0.0,818.81,8.14,01/01/2016,686.12,01/07/2016,0.0,1,INDIVIDUAL,2015
51829,407124,456146,7000,7000,6775.0,36 months,8.94,222.41,A,A5,< 1 year,RENT,15090.0,Verified,2015-09-01,Charged Off,n,other,12.17,0,01/06/1997,2,31,4,6,0.0,0.0,1066.54,1032.21,724.35,342.19,0.0,0.0,0.0,01/04/2016,100.03,01/01/2022,0.0,1,INDIVIDUAL,2015
51852,405898,454145,12000,12000,11725.0,36 months,9.63,385.14,A,A5,< 1 year,MORTGAGE,36000.0,Not Verified,2015-06-01,Charged Off,n,car,15.0,0,01/04/1993,0,31,8,24,0.0,0.0,2306.04,2253.12,1764.45,541.59,0.0,0.0,0.0,01/12/2015,385.14,01/01/2022,0.0,1,INDIVIDUAL,2015
51862,405486,453283,9600,9600,5623.624064,36 months,11.26,315.49,B,B2,3 years,MORTGAGE,39996.0,Not Verified,2015-05-01,Charged Off,n,other,23.52,0,01/03/2000,2,31,9,12,0.0,0.0,10323.07,6206.56,8073.27,2163.72,0.0,86.08,1.69,01/03/2019,187.6,01/07/2019,0.0,1,INDIVIDUAL,2015
51863,405415,453151,20000,20000,11929.56073,36 months,11.89,663.28,B,B4,1 year,MORTGAGE,48100.0,Not Verified,2015-06-01,Charged Off,n,small_business,10.55,0,01/08/1995,5,43,14,42,0.0,0.0,10610.85,6256.94,8002.29,2586.51,0.0,22.05,8.18,01/10/2016,663.28,01/01/2022,0.0,1,INDIVIDUAL,2015
51873,405044,452390,9000,9000,5974.996582,36 months,14.11,308.06,D,D1,3 years,MORTGAGE,50004.0,Verified,2015-05-01,Charged Off,n,debt_consolidation,8.21,0,01/12/1999,1,66,7,14,0.0,0.0,4620.01,3063.69,3289.69,1321.16,0.0,9.16,3.55,01/09/2016,308.06,01/01/2022,0.0,1,INDIVIDUAL,2015
51885,410093,451850,8000,8000,7186.735735,36 months,12.53,267.73,C,C1,7 years,OWN,34000.0,Not Verified,2015-06-01,Charged Off,n,medical,21.85,0,01/09/2003,1,41,19,22,0.0,0.0,5368.78,4328.73,4058.24,1278.85,14.9986375,16.69,6.03,01/02/2017,550.46,01/07/2017,0.0,1,INDIVIDUAL,2015
51909,403896,449598,15250,15250,7250.000002,36 months,11.89,505.76,B,B4,4 years,MORTGAGE,90000.0,Verified,2015-05-01,Charged Off,n,small_business,9.44,0,01/01/2001,0,31,9,13,0.0,0.0,8691.68,4123.27,6589.24,2067.42,25.26292474,9.76,3.93,01/11/2016,580.76,01/01/2022,0.0,1,INDIVIDUAL,2015
51920,403292,448548,1500,1500,1400.0,36 months,13.16,50.66,C,C3,< 1 year,RENT,42000.0,Not Verified,2015-05-01,Charged Off,n,vacation,17.26,0,01/11/1999,1,31,7,31,0.0,0.0,851.03,794.21,592.69,214.99,0.0,43.35,0.53,01/10/2016,50.66,01/12/2021,0.0,1,INDIVIDUAL,2015
51928,402839,447789,8000,8000,2525.000168,36 months,11.26,262.91,B,B2,1 year,OWN,24996.0,Verified,2015-05-01,Charged Off,n,medical,0.34,0,01/01/1991,1,31,13,15,0.0,0.0,2890.47,911.46,2164.66,725.81,0.0,0.0,0.0,01/04/2016,262.91,01/01/2022,0.0,1,INDIVIDUAL,2015
51937,402561,447338,18000,18000,15373.79719,36 months,11.26,591.54,B,B2,10+ years,MORTGAGE,120000.0,Not Verified,2015-05-01,Charged Off,n,debt_consolidation,5.99,0,01/01/1991,4,31,8,25,0.0,0.0,15646.38,13427.44,11832.27,2940.23,0.0,873.88,160.2468,01/06/2017,591.54,01/11/2017,0.0,1,INDIVIDUAL,2015
51944,402045,446437,3250,3250,3175.0,36 months,9.63,104.31,A,A5,< 1 year,RENT,8000.0,Not Verified,2015-05-01,Charged Off,n,debt_consolidation,13.8,0,01/05/1997,2,31,6,9,0.0,0.0,1657.39,1619.16,1238.24,384.39,14.97279248,19.79,6.85,01/01/2017,41.68,01/01/2022,0.0,1,INDIVIDUAL,2015
51945,401829,446154,15000,15000,14625.0,36 months,9.63,481.42,A,A5,< 1 year,RENT,140000.0,Verified,2015-05-01,Charged Off,n,small_business,10.13,0,01/01/1968,1,31,15,37,0.0,0.0,17021.22184,16595.76,7365.33,1765.5,0.0,7890.391844,2787.25,01/12/2016,481.42,01/01/2022,0.0,1,INDIVIDUAL,2015
51953,401434,445530,10000,10000,9875.0,36 months,13.11,337.47,C,C2,10+ years,RENT,32000.0,Source Verified,2016-05-01,Charged Off,n,small_business,24.45,0,01/05/1990,0,31,18,34,0.0,0.0,5991.52,5916.62,3367.24,2243.93,0.0,380.35,3.95,01/11/2018,25.83,01/03/2019,0.0,1,INDIVIDUAL,2016
51956,401317,445279,12000,12000,11825.0,36 months,9.63,385.14,A,A5,3 years,MORTGAGE,72800.0,Not Verified,2015-05-01,Charged Off,n,medical,9.26,0,01/03/2001,0,52,10,28,0.0,0.0,8087.82,7969.94,6562.16,1506.46,0.0,19.2,6.14,01/02/2017,385.14,01/01/2022,0.0,1,INDIVIDUAL,2015
51962,400900,444668,5000,5000,2875.68,36 months,12.21,166.58,B,B5,10+ years,OWN,24000.0,Not Verified,2015-05-01,Charged Off,n,debt_consolidation,14.05,0,01/05/1985,0,31,7,12,0.0,0.0,2995.38,1721.99,2270.64,724.74,0.0,0.0,0.0,01/12/2016,166.58,01/01/2022,0.0,1,INDIVIDUAL,2015
51975,399988,443125,8500,8500,1000.002938,36 months,12.21,283.18,B,B5,< 1 year,RENT,25000.0,Verified,2015-05-01,Charged Off,n,other,18.48,2,01/04/2000,2,9,20,27,0.0,0.0,1153.07,135.39,196.63,506.42,0.0,450.02,157.47,01/12/2015,100.0,01/01/2022,0.0,1,INDIVIDUAL,2015
51995,398197,439586,14500,9400,900.0014603,36 months,13.507328482328484,317.44,C,C3,3 years,RENT,57996.0,Source Verified,2015-05-01,Charged Off,n,debt_consolidation,24.31,0,01/11/1991,1,37,13,26,0.0,0.0,5078.08,485.44,3726.24,1351.84,0.0,0.0,0.0,01/09/2016,317.44,01/01/2022,0.0,1,INDIVIDUAL,2015
51999,397964,439005,2500,2500,2425.0,36 months,15.68,87.51,E,E1,4 years,RENT,32108.0,Source Verified,2015-05-01,Charged Off,n,educational,23.88,0,01/03/2005,1,31,6,9,0.0,0.0,791.52,767.76,458.01,240.15,0.0,93.36,1.0,01/01/2016,87.51,01/07/2016,0.0,1,INDIVIDUAL,2015
52029,396085,436084,22000,22000,10474.99185,36 months,17.58,790.73,F,F2,5 years,MORTGAGE,202000.0,Verified,2015-05-01,Charged Off,n,debt_consolidation,14.03,0,01/08/1999,3,31,13,17,0.0,0.0,11096.85,5277.39,7193.9,3863.41,39.53487747,0.0,0.0,01/07/2016,790.73,01/01/2022,0.0,1,INDIVIDUAL,2015
52036,395683,435395,10000,10000,9775.0,36 months,8.0,313.37,A,A3,4 years,RENT,31200.0,Verified,2015-04-01,Charged Off,n,debt_consolidation,7.62,0,01/09/1999,2,31,7,23,0.0,0.0,10740.2,10498.61,2352.2,694.51,0.0,7693.49,2692.6,01/05/2016,180.36,01/01/2022,0.0,1,INDIVIDUAL,2015
52064,393852,432187,9000,1525,1525.0,36 months,11.89,50.58,B,B4,10+ years,OWN,98736.0,Not Verified,2015-05-01,Charged Off,n,car,8.12,0,01/02/2000,0,31,9,19,0.0,0.0,1044.94,1044.94,776.98,230.42,0.0,37.54,0.45,01/01/2017,50.58,01/06/2017,0.0,1,INDIVIDUAL,2015
52066,393617,431784,20000,20000,19429.67813,36 months,13.507328482328484,676.02,C,C2,4 years,RENT,78000.0,Verified,2015-09-01,Charged Off,n,debt_consolidation,0.65,0,01/01/2005,0,31,4,8,0.0,0.0,17212.84,16707.83,13013.22,3886.29,0.0,313.33,4.45,01/11/2017,25.75,01/03/2018,0.0,1,INDIVIDUAL,2015
52069,393476,431517,6000,6000,4929.141372,36 months,13.507328482328484,201.71,C,C2,10+ years,RENT,31500.0,Source Verified,2015-05-01,Charged Off,n,other,5.83,0,01/01/1979,1,31,3,10,0.0,0.0,1411.41,1164.38,993.56,417.85,0.0,0.0,0.0,01/01/2016,201.71,01/01/2022,0.0,1,INDIVIDUAL,2015
52079,392787,429959,1500,1500,1500.0,36 months,14.42,51.58,D,D2,8 years,MORTGAGE,60000.0,Not Verified,2015-04-01,Charged Off,n,medical,12.04,0,01/02/1999,1,57,6,9,0.0,0.0,1908.44,1908.44,537.31,236.26,0.0,1134.87,360.06,01/09/2016,54.82,01/01/2022,0.0,1,INDIVIDUAL,2015
52081,392748,429879,10000,10000,8785.24,36 months,16.63,354.7,E,E4,10+ years,RENT,26000.0,Not Verified,2015-04-01,Charged Off,n,house,4.62,0,01/11/2005,1,31,3,5,0.0,0.0,7093.34,5992.54,4931.27,2148.33,0.0,13.74,4.67,01/12/2016,354.7,01/01/2022,0.0,1,INDIVIDUAL,2015
52090,392287,429096,4500,4500,4300.0,36 months,9.63,144.43,A,A5,5 years,RENT,38000.0,Not Verified,2015-04-01,Charged Off,n,other,0.82,0,01/06/1990,1,31,4,7,0.0,0.0,2152.08,2056.37,1594.88,423.08,0.0,134.12,1.39,01/06/2016,144.43,01/11/2016,0.0,1,INDIVIDUAL,2015
52096,391704,428030,12000,12000,4287.069281,36 months,14.11,410.75,D,D1,< 1 year,OWN,92000.0,Verified,2015-04-01,Charged Off,n,small_business,7.63,2,01/11/2003,2,16,6,8,0.0,0.0,7691.54,3766.11,5368.87,2021.21,0.0,301.46,3.05,01/10/2016,410.75,01/03/2017,0.0,1,INDIVIDUAL,2015
52103,391479,427523,11000,11000,5364.697021,36 months,15.68,385.02,E,E1,10+ years,RENT,70000.0,Not Verified,2015-04-01,Charged Off,n,home_improvement,14.97,0,01/12/1974,0,70,10,14,0.0,0.0,10434.58,5273.58,7044.23,2571.13,34.21361347,785.0,242.1318,01/05/2017,795.27,01/10/2017,0.0,1,INDIVIDUAL,2015
52114,391013,426618,15000,12000,5150.006559,36 months,16.0,527.36,E,E2,2 years,MORTGAGE,50000.0,Source Verified,2015-04-01,Charged Off,n,small_business,7.92,0,01/12/1997,1,31,6,17,0.0,0.0,8856.02,3034.48,5211.82,3204.24,0.0,439.96,4.5,01/12/2016,660.56,01/06/2017,0.0,1,INDIVIDUAL,2015
52116,390897,426377,10000,10000,9503.7,36 months,16.32,353.14,E,E3,10+ years,RENT,48000.0,Verified,2015-04-01,Charged Off,n,debt_consolidation,20.55,0,01/02/1996,0,29,6,27,0.0,0.0,1763.85,1048.8,1114.62,649.23,0.0,0.0,0.0,01/09/2015,353.14,01/01/2022,0.0,1,INDIVIDUAL,2015
52132,390169,424969,8500,8500,1775.00254,36 months,15.05,294.88,D,D4,1 year,OWN,22000.0,Not Verified,2015-04-01,Charged Off,n,debt_consolidation,13.75,0,01/06/2004,1,31,9,10,0.0,0.0,1527.14,317.61,766.42,411.74,0.0,348.98,3.48,01/08/2015,294.88,01/02/2016,0.0,1,INDIVIDUAL,2015
52138,390038,424744,9000,9000,7652.68,36 months,12.53,301.2,C,C1,2 years,MORTGAGE,91992.0,Source Verified,2015-04-01,Charged Off,n,home_improvement,20.3,0,01/02/1997,2,31,12,28,0.0,0.0,5717.29,5181.85,4326.42,1390.87,0.0,0.0,0.0,01/12/2016,301.2,01/01/2022,0.0,1,INDIVIDUAL,2015
52154,389675,424105,3000,3000,2949.99735,36 months,15.37,104.54,D,D5,5 years,RENT,60000.0,Not Verified,2015-04-01,Charged Off,n,wedding,1.0,0,01/04/2004,1,31,4,6,0.0,0.0,1566.3,1540.2,1084.57,481.73,0.0,0.0,0.0,01/07/2016,104.54,01/08/2016,0.0,1,INDIVIDUAL,2015
52160,389428,423650,12000,12000,6449.997573,36 months,13.47,407.08,C,C4,7 years,MORTGAGE,25568.0,Source Verified,2015-04-01,Charged Off,n,debt_consolidation,9.2,0,01/03/1978,1,31,10,17,0.0,0.0,934.73,502.16,272.0,134.57,0.0,528.16,5.19,01/05/2015,407.08,01/08/2021,0.0,1,INDIVIDUAL,2015
52164,389170,423147,12000,12000,10974.63417,36 months,13.507328482328484,374.29,A,A2,5 years,MORTGAGE,69996.0,Verified,2015-04-01,Charged Off,n,car,12.62,0,01/04/2001,2,31,9,35,0.0,0.0,3150.56,2756.2,2510.75,621.13,18.6743986,0.0,0.0,01/01/2016,151.15,01/01/2022,0.0,1,INDIVIDUAL,2015
52165,389138,423087,10000,10000,5077.905732,36 months,13.507328482328484,337.71,C,C3,2 years,RENT,45000.0,Verified,2015-05-01,Charged Off,n,other,3.97,0,01/09/2001,1,38,6,33,0.0,0.0,1687.59,858.71,1163.24,524.35,0.0,0.0,0.0,01/03/2016,3.4,01/01/2022,0.0,1,INDIVIDUAL,2015
52193,388115,421320,8000,8000,8000.0,36 months,14.26,274.45,C,C5,3 years,RENT,39100.0,Not Verified,2015-10-01,Charged Off,n,small_business,21.88,0,01/06/2002,3,31,15,49,0.0,0.0,1370.05,1370.05,916.9,453.15,0.0,0.0,0.0,01/03/2016,274.45,01/01/2022,0.0,1,INDIVIDUAL,2015
52197,387931,421086,1500,1500,1475.0,36 months,13.507328482328484,51.81,D,D3,2 years,RENT,38004.0,Verified,2015-04-01,Charged Off,n,other,1.04,0,01/05/2003,3,31,4,9,0.0,0.0,669.8,658.66,427.95,192.45,0.0,49.4,0.55,01/04/2016,51.81,01/09/2016,0.0,1,INDIVIDUAL,2015
52203,387672,420685,15000,15000,12723.27,36 months,16.0,527.36,E,E2,7 years,RENT,62000.0,Source Verified,2015-03-01,Charged Off,n,debt_consolidation,7.88,0,01/04/2002,1,39,7,11,0.0,0.0,11902.92,11797.68,8299.69,3293.87,0.0,309.36,3.23,01/02/2017,527.36,01/07/2017,0.0,1,INDIVIDUAL,2015
52205,387649,420623,7000,7000,6900.0,36 months,14.26,240.15,C,C5,< 1 year,RENT,32000.0,Not Verified,2015-12-01,Charged Off,n,debt_consolidation,13.35,0,01/01/2006,1,31,13,14,0.0,0.0,7963.5,7849.71,6293.37,1630.91,0.0,39.22,1.31,01/10/2018,26.4,01/03/2019,0.0,1,INDIVIDUAL,2015
52208,387512,420413,6500,6500,6050.0,36 months,9.32,207.66,A,A4,1 year,RENT,31400.0,Not Verified,2015-03-01,Charged Off,n,debt_consolidation,12.08,0,01/10/1999,0,31,6,14,0.0,0.0,4919.44,4577.71,3923.8,830.53,0.0,165.11,33.6004,01/03/2017,207.66,01/08/2017,0.0,1,INDIVIDUAL,2015
52217,387069,419766,5775,5775,5359.87,36 months,9.63,185.35,A,A5,1 year,RENT,36900.0,Source Verified,2015-03-01,Charged Off,n,medical,7.15,0,01/09/2002,0,31,5,10,0.0,0.0,1481.04,1384.8,1142.39,338.65,0.0,0.0,0.0,01/12/2015,185.35,01/01/2022,0.0,1,INDIVIDUAL,2015
52221,386917,419508,12000,12000,11975.0,36 months,12.53,401.6,C,C1,7 years,RENT,53004.0,Not Verified,2015-03-01,Charged Off,n,debt_consolidation,16.26,0,01/10/2001,2,31,16,25,0.0,0.0,7710.35,7694.37,5480.86,1936.24,0.0,293.25,3.02,01/12/2016,250.1,01/05/2017,0.0,1,INDIVIDUAL,2015
52228,386587,418979,10000,10000,3399.998469,36 months,12.53,334.67,C,C1,1 year,OTHER,37800.0,Verified,2015-04-01,Charged Off,n,car,10.38,0,01/04/2000,3,31,9,24,0.0,0.0,1098.32,373.03,462.67,206.23,0.0,429.42,4.3,01/06/2015,334.67,01/11/2015,0.0,1,INDIVIDUAL,2015
52231,386455,418737,17000,17000,8149.998544,36 months,13.16,574.1,C,C3,2 years,MORTGAGE,51996.0,Not Verified,2015-03-01,Charged Off,n,debt_consolidation,16.87,0,01/11/1987,0,31,11,33,0.0,0.0,10331.82,4952.34,7667.13,2664.69,0.0,0.0,0.0,01/10/2016,574.1,01/01/2022,0.0,1,INDIVIDUAL,2015
52251,385670,417447,9250,9250,9250.0,36 months,12.53,309.57,C,C1,< 1 year,RENT,13000.0,Not Verified,2015-03-01,Charged Off,n,small_business,0.92,0,01/11/1999,1,31,4,9,0.0,0.0,3403.51,3403.51,2468.08,935.43,0.0,0.0,0.0,01/03/2016,309.57,01/01/2022,0.0,1,INDIVIDUAL,2015
52269,391591,416425,15000,11200,3200.003514,36 months,13.47,379.94,C,C4,9 years,MORTGAGE,121900.0,Verified,2015-04-01,Charged Off,n,educational,14.28,1,01/12/1993,1,11,17,41,0.0,0.0,13248.55,3782.34,4426.09,1650.23,0.0,7172.23,2510.022,01/08/2016,379.94,01/01/2022,0.0,1,INDIVIDUAL,2015
52270,384963,416412,8000,8000,7850.0,36 months,10.95,261.71,B,B1,10+ years,RENT,39996.0,Not Verified,2015-03-01,Charged Off,n,car,22.98,0,01/05/1989,1,53,21,43,0.0,0.0,6197.4,6081.14,4796.33,1211.5,0.0,189.57,35.9246,01/03/2017,261.71,01/07/2017,0.0,1,INDIVIDUAL,2015
52282,384576,415777,10000,10000,9600.0,36 months,9.63,320.95,A,A5,9 years,MORTGAGE,60000.0,Source Verified,2015-03-01,Charged Off,n,debt_consolidation,9.44,0,01/11/1994,1,31,5,14,0.0,0.0,7380.76,7085.21,6043.6,1326.52,0.0,10.64,4.02,01/03/2017,320.95,01/01/2022,0.0,1,INDIVIDUAL,2015
52287,384343,415375,6000,6000,6000.0,36 months,8.0,188.02,A,A3,8 years,MORTGAGE,92004.0,Not Verified,2015-03-01,Charged Off,n,debt_consolidation,5.07,0,01/11/1986,0,31,11,61,0.0,0.0,3564.4,3564.4,2981.04,583.36,0.0,0.0,0.0,01/11/2016,188.02,01/01/2022,0.0,1,INDIVIDUAL,2015
